ticker,sina_symbol,name,industry,exposure,attention,momentum,liquidity,low_volatility,z_exposure,z_attention,z_momentum,z_liquidity,z_low_volatility,contrib_exposure,contrib_attention,contrib_momentum,contrib_liquidity,contrib_low_volatility,alpha_score
600060.SH,sh600060,海信视像,显示设备,0.82,0.19859337952049216,0.10106820049301568,19.58053783483352,-0.01902883173806685,1.8543417351003664,1.0856647233387018,0.9409736959923984,-0.23959323395066706,1.2381293355431857,0.3059663862915605,0.2575,0.10880008359912109,-0.01317762786728669,0.5037638733991336,1.1628527154225285
605099.SH,sh605099,共创草坪,体育设施,0.58,0.2364211070918394,0.1254193548387097,19.50102018051214,-0.05184164564164444,-0.047547223976933416,1.269988155567692,1.1426550903676693,-0.3273343354200596,-0.4753229292860538,-0.007845291956194014,0.2575,0.13211949482376178,-0.01800338844810328,-0.19339701685326313,0.17037379756620138
600158.SH,sh600158,中体产业,体育运营,0.62,0.13952335235065405,0.04315196998123816,21.012964209064506,-0.05456473404276789,0.2694342692026168,0.7978337895542623,0.4612992641049273,1.34096983624341,-0.6175198771597163,0.044456654418431774,0.20544220081022255,0.053337727412132226,0.07375334099338755,-0.2512534000193596,0.12573652361481452
000558.SZ,sz000558,莱茵体育,体育运营,0.5,-0.1525644757712179,-0.12850467289719636,18.57897805795937,-0.01609454992983513,-0.681510210336033,-0.6254246097294174,-0.9603972435032385,-1.3447309390344397,1.3913545915281258,-0.11244918470544545,-0.161046837005325,-0.11104593128006197,-0.0739602016468942,0.5661073994280061,0.10760524479027955
002181.SZ,sz002181,粤传媒,传媒彩票,0.68,0.05717114270254697,0.10442073170731714,21.341469641286423,-0.06850080128885197,0.7449065089719422,0.3965556026647548,0.9687400663413466,1.7034481903625571,-1.345247345330675,0.12290957398037047,0.10211306768617437,0.11201057017071822,0.09368965046994066,-0.5473475136314184,-0.11662465132421468
002878.SZ,sz002878,元隆雅图,IP衍生品,0.76,-0.3193679960609437,-0.19683751363140678,19.53467792045335,-0.03603885725167247,1.3788694953310419,-1.4382092875742682,-1.5263442374425966,-0.2901958257316743,0.3498828466337748,0.22751346672962192,-0.3703388915503741,-0.17648355245430025,-0.01596077041524209,0.1423585832241171,-0.1929111644661774
002858.SZ,sz002858,力盛体育,体育赛事,0.48,-0.2822125342615287,-0.10996784565916407,18.702584120429552,-0.032836951863088465,-0.8400009569258081,-1.2571616094655569,-0.8068713320993327,-1.2083419552045693,0.5170831378358662,-0.13860015789275834,-0.3237191144373809,-0.09329449777398537,-0.06645880753625132,0.21038820170696806,-0.4116843759334079
605299.SH,sh605299,舒华体育,体育消费,0.54,-0.172593590549301,-0.10494450050454096,20.569756351392414,-0.06214967855585619,-0.3645287171564828,-0.7230206171406863,-0.765266928429993,0.8519269193727796,-1.0135980798017108,-0.06014723833081966,-0.18617780891372673,-0.08848398859971796,0.046855980565502886,-0.4124077187193211,-0.7003607739980826
300651.SZ,sz300651,金陵体育,体育器材,0.46,-0.16441156144800928,-0.10098176718092566,20.198349582606113,-0.06540185167082482,-0.9984917035155828,-0.6831519868164604,-0.7324467355595302,0.44211051741013635,-1.1834233013092208,-0.16475113108007117,-0.17591163660523856,-0.0846891537990707,0.024316078457557504,-0.4815053557201892,-0.8825411987470122
