decision_date,order_date,ticker,sina_symbol,company,industry,alpha_score,target_weight,reference_close,prev_close,target_shares,estimated_trade_value,expected_cost,avg_amount_20d,reject_reason,board
2026-05-26,2026-05-27,600060.SH,sh600060,海信视像,显示设备,1.1628527154225285,0.12,26.8,26.32,4400,117920.0,153.296,318947742.81350005,,main
2026-05-26,2026-05-27,605099.SH,sh605099,共创草坪,体育设施,0.17037379756620138,0.035033196857988336,43.61,41.81,800,34888.0,45.3544,294567924.26199996,,main
2026-05-26,2026-05-27,600158.SH,sh600158,中体产业,体育运营,0.12573652361481452,0.025854635201902357,11.12,10.72,2300,25576.0,20.4608,1336024444.0204997,,main
