decision_date,order_date,ticker,sina_symbol,company,industry,integrated_score,current_target_weight,final_target_weight,reference_close,target_shares,estimated_trade_value,expected_cost,board,second_round_target_weight,second_round_decision,second_round_reason
2026-05-26,2026-05-27,600060.SH,sh600060,海信视像,显示设备,2.155274764397647,0.1,0.1,26.8,3700,99160.0,128.908,main,0.05,scale_direct_core_overheat,直接链条成立，但决策日前短期涨幅偏高，ret5=10.88%，ret20=10.11%，仓位降至 5.00%。
