validation_num_trades,validation_net_return,validation_gross_return_mean,validation_win_rate,validation_total_cost,validation_cost_to_initial_cash,validation_avg_target_weight,full_num_trades,full_net_return,full_gross_return_mean,full_win_rate,full_total_cost,full_cost_to_initial_cash,full_avg_target_weight,full_stop_loss_rate,attention_lookback,momentum_lookback,entry_days_before_event,exit_days_before_event,top_k,stop_loss,stop_vol_multiplier,max_effective_stop_loss,min_exposure_for_trade,min_event_fit_for_trade,rankic_prior_weight,attention_z_cap,selection_score
3.0,0.024191988100000013,0.07262776974216645,1.0,1324.0119,0.0013240119,0.11499669443934858,6.0,0.10678593250000001,0.1826389140833972,1.0,2549.0675,0.0025490675,0.10590988697960661,0.0,10,20,60,10,3,0.08,5.0,0.12,0.5,0.7,0.55,1.0,0.05238650554000001
3.0,0.024191988100000013,0.07262776974216645,1.0,1324.0119,0.0013240119,0.11499669443934858,6.0,0.10678593250000001,0.1826389140833972,1.0,2549.0675,0.0025490675,0.10590988697960661,0.0,10,20,60,10,3,0.1,4.0,0.12,0.45,0.7,0.55,1.0,0.05238650554000001
3.0,0.024191988100000013,0.07262776974216645,1.0,1324.0119,0.0013240119,0.11499669443934858,6.0,0.10678593250000001,0.1826389140833972,1.0,2549.0675,0.0025490675,0.10590988697960661,0.0,10,20,60,10,3,0.1,4.0,0.12,0.5,0.7,0.55,1.0,0.05238650554000001
3.0,0.024191988100000013,0.07262776974216645,1.0,1324.0119,0.0013240119,0.11499669443934858,6.0,0.10678593250000001,0.1826389140833972,1.0,2549.0675,0.0025490675,0.10590988697960661,0.0,10,20,60,10,3,0.1,5.0,0.12,0.45,0.7,0.55,1.0,0.05238650554000001
3.0,0.024191988100000013,0.07262776974216645,1.0,1324.0119,0.0013240119,0.11499669443934858,6.0,0.10678593250000001,0.1826389140833972,1.0,2549.0675,0.0025490675,0.10590988697960661,0.0,10,20,60,10,3,0.1,5.0,0.12,0.5,0.7,0.55,1.0,0.05238650554000001
3.0,0.024191988100000013,0.07262776974216645,1.0,1324.0119,0.0013240119,0.11499669443934858,6.0,0.10678593250000001,0.1826389140833972,1.0,2549.0675,0.0025490675,0.10590988697960661,0.0,10,20,60,10,5,0.08,5.0,0.12,0.5,0.7,0.55,1.0,0.05238650554000001
3.0,0.024191988100000013,0.07262776974216645,1.0,1324.0119,0.0013240119,0.11499669443934858,6.0,0.10678593250000001,0.1826389140833972,1.0,2549.0675,0.0025490675,0.10590988697960661,0.0,10,20,60,10,5,0.1,4.0,0.12,0.5,0.7,0.55,1.0,0.05238650554000001
3.0,0.024191988100000013,0.07262776974216645,1.0,1324.0119,0.0013240119,0.11499669443934858,6.0,0.10678593250000001,0.1826389140833972,1.0,2549.0675,0.0025490675,0.10590988697960661,0.0,10,20,60,10,5,0.1,5.0,0.12,0.5,0.7,0.55,1.0,0.05238650554000001
4.0,0.019210626718636742,0.024673678536968446,0.75,1218.708739282173,0.001218708739282173,0.08236832986952052,8.0,0.11082835082043936,0.14134290625968693,0.875,2884.4200271188956,0.0028844200271188956,0.08600095926348572,0.125,20,20,60,10,5,0.1,4.0,0.12,0.45,0.7,0.55,1.5,0.04803948996537928
4.0,0.019186997608000016,0.024470827306624865,0.75,1218.642392,0.001218642392,0.08236832986952052,8.0,0.11082020040000001,0.14124148064451514,0.875,2884.3995999999997,0.0028843996,0.08600095926348572,0.125,20,20,60,10,5,0.08,5.0,0.12,0.45,0.7,0.55,1.5,0.04802129804720001
