event_id,ticker,company,industry,decision_date,buy_date,sell_date,exit_reason,event_fit,effective_stop_loss,target_weight,shares,buy_price,sell_price,gross_return,net_pnl,net_return_on_initial_cash,buy_cost,sell_cost,alpha_score,validation_train_events
UEFA_EURO_2024_OPEN,600060.SH,海信视像,显示设备,2024-04-15,2024-04-16,2024-06-05,event_exit,0.8,0.10985167252112765,0.12,4500,26.44,28.59,0.08131618759455361,9288.747,0.009288747,154.674,231.579,1.1624487555721434,1
UEFA_EURO_2024_OPEN,600158.SH,中体产业,体育运营,2024-04-15,2024-04-16,2024-06-05,event_exit,0.8,0.09090830891422848,0.12,14600,8.2,9.04,0.102439024390244,11870.792800000014,0.011870792800000014,155.63599999999997,237.5712,0.7922847610209822,1
UEFA_EURO_2024_OPEN,605099.SH,共创草坪,体育设施,2024-04-15,2024-04-16,2024-06-05,event_exit,0.8,0.08,0.0647448240822078,3000,21.39,22.12,0.03412809724170174,1856.601,0.001856601,147.591,185.808,0.3775001454129699,1
